,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEnergyUse(kBtu),GHGEmissions(MetricTonsCO2e),Outlier,Latitude,Longitude,Address,City,State,ZipCode,AgeofBuilding,MeanBuildingGFA,MeanFloorGFA,BuildingGFApct,ParkingGFApct
58,82,2016,NonResidential,Small- and Mid-Sized Office,Dept Of Social & Health Services,Central,1.0,2.0,54984,Office,,71.0,3375211.0,87.98,,47.60823,-122.30956,1700 E. Cherry St,Seattle,WA,98122,54,54984.0,27492.0,1.0,0.0
59,84,2015,NonResidential,Senior Care Community,Providence Mt St Vincent,Southwest,1.0,5.0,217603,Senior Care Community,,50.0,45494324.0,1858.84,, 47.55837362, -122.378518, 4831 35Th Ave Sw, Seattle, WA,98126,93,217603.0,43520.6,1.0,0.0
59,84,2016,NonResidential,Senior Care Community,Pssa - The Mount,Southwest,1.0,5.0,217603,Senior Care Community,,54.0,42792072.0,1727.11,,47.55837,-122.37751,4831 35Th Ave Sw,Seattle,WA,98126,94,217603.0,43520.6,1.0,0.0
60,85,2015,NonResidential,Senior Care Community,Foss Home And Village,Northwest,1.0,2.0,93397,Senior Care Community,,1.0,16371764.0,602.0,, 47.72389349, -122.3562998, 13023 Greenwood Ave N, Seattle, WA,98133,45,93397.0,46698.5,1.0,0.0
60,85,2016,NonResidential,Senior Care Community,Foss Home And Village,Northwest,1.0,2.0,93397,Senior Care Community,,1.0,16402563.0,609.1,,47.72426,-122.35599,13023 Greenwood Ave. N,Seattle,WA,98133,46,93397.0,46698.5,1.0,0.0
61,86,2015,NonResidential,Hotel,Scca - Alliance House,Lake Union,1.0,6.0,84103,Hotel,,68.0,3979132.0,74.04,, 47.61990903, -122.3320457, 207 Pontius Ave N, Seattle, WA,98109,7,84103.0,14017.166666666666,0.7534927410437202,0.2465072589562798
61,86,2016,NonResidential,Hotel,Scca - Alliance House,Lake Union,1.0,6.0,84103,Hotel,,74.0,3706100.25,67.06,,47.61988,-122.33211,207 Pontius Ave N,Seattle,WA,98109,8,84103.0,14017.166666666666,0.7534927410437202,0.2465072589562798
63,89,2015,NonResidential,Medical Office,"Polyclinic Medical Office, North Building",East,1.0,3.0,179014,Medical Office,,48.0,18868768.0,563.78,, 47.61249662, -122.3213373, 1200 Harvard Ave, Seattle, WA,98122,50,179014.0,59671.333333333336,1.0,0.0
63,89,2016,NonResidential,Medical Office,Polyclinic North && South,East,1.0,3.0,179014,Medical Office,,48.0,16701055.0,430.84,,47.61244,-122.3214,1200 Harvard Ave,Seattle,WA,98122,51,179014.0,59671.333333333336,1.0,0.0
64,95,2015,NonResidential,Hotel,Sorrento Hotel,East,1.0,7.0,76631,Hotel,,24.0,7231928.0,255.64,, 47.60895788, -122.3268374, 900 Madison St, Seattle, WA,98104,107,76631.0,10947.285714285714,1.0,0.0
64,95,2016,NonResidential,Hotel,Sorrento Hotel,East,1.0,7.0,76631,Hotel,,71.0,7258758.5,262.75,,47.60898,-122.32693,900 Madison St.,Seattle,WA,98104,108,76631.0,10947.285714285714,1.0,0.0
65,96,2015,NonResidential,Mixed Use Property,Puget Sound Blood Center,East,1.0,6.0,187600,Medical Office,,,15240688.0,444.42,, 47.60831445, -122.3266192, 921 Terry Ave, Seattle, WA,98104,32,187600.0,31266.666666666668,0.9014232409381663,0.09857675906183369
65,96,2016,NonResidential,Mixed Use Property,Central Seattle,East,1.0,6.0,99780,Medical Office,,,15473117.0,481.97,,47.60845,-122.32637,921 Terry Ave.,Seattle,WA,98104,33,99780.0,16630.0,0.9063840448987773,0.09361595510122268
66,98,2015,NonResidential,Retail Store,Firestone Tire And Rubber Co,Lake Union,1.0,2.0,58320,Retail Store,,95.0,1074180.0,39.69,, 47.622375, -122.33805, 400 Westlake Ave N, Seattle, WA,98109,86,58320.0,29160.0,1.0,0.0
66,98,2016,NonResidential,Retail Store,Firestone Store#012432,Lake Union,1.0,2.0,58320,Retail Store,,96.0,1049748.625,39.06,,47.62237,-122.33805,400 Westlake Ave N,Seattle,WA,98109,87,58320.0,29160.0,1.0,0.0
67,100,2015,NonResidential,Large Office,City Place Iii,Lake Union,1.0,5.0,316306,Office,,96.0,13300859.0,131.03,, 47.62428336, -122.33589247, 551 Boren Ave N, Seattle, WA,98109,5,316306.0,63261.2,1.0,0.0
67,100,2016,NonResidential,Large Office,City Place Iii - Sedo,Lake Union,1.0,5.0,316306,Office,,96.0,13795954.0,138.85,,47.62424,-122.33646,551 Boren Ave. North,Seattle,WA,98109,6,316306.0,63261.2,1.0,0.0
68,102,2015,NonResidential,Hotel,Marriott Residence Inn,Lake Union,1.0,7.0,282863,Hotel,,40.0,18829136.0,509.18,, 47.6263594, -122.333131, 800 Fairview Ave N, Seattle, WA,98109,25,282863.0,40409.0,0.8417396407448129,0.15826035925518714
68,102,2016,NonResidential,Hotel,Residence Inn Seattle - Lake Union,Lake Union,1.0,7.0,282863,Hotel,,37.0,19459304.0,526.85,,47.62642,-122.33325,800 Fairview Ave. N,Seattle,WA,98109,26,282863.0,40409.0,0.8417396407448129,0.15826035925518714
69,103,2015,Nonresidential COS,Other,Key Arena - Seattle Center,Magnolia / Queen Anne,1.0,1.0,129000,Other,,,29337400.0,760.51,, 47.62124083, -122.3534322, 305 Harrison St, Seattle, WA,98109,53,129000.0,129000.0,1.0,0.0
69,103,2016,Nonresidential COS,Other,Key Arena,Magnolia / Queen Anne,1.0,1.0,389000,Other,,,23658978.0,607.41,,47.62208,-122.35398,334 1St Ave. N,Seattle,WA,98109,54,389000.0,389000.0,1.0,0.0
70,104,2015,Nonresidential COS,Other,Bagley Wright Theater - Seattle Center,Magnolia / Queen Anne,1.0,1.0,91213,Other,,,5069854.0,123.28,, 47.62124083, -122.3534322, 305 Harrison St, Seattle, WA,98109,53,91213.0,91213.0,1.0,0.0
70,104,2016,Nonresidential COS,Other,Bagley Wright Theatre,Magnolia / Queen Anne,1.0,1.0,91213,Other,,,8141155.5,344.2,,47.62208,-122.35398,151 Mercer St.,Seattle,WA,98109,54,91213.0,91213.0,1.0,0.0
71,106,2015,Nonresidential COS,Other,Armory - Seattle Center,Magnolia / Queen Anne,1.0,5.0,396085,Other,,,27185096.0,900.81,, 47.62189039, -122.3502752, 305 Harrison St, Seattle, WA,98109,77,396085.0,79217.0,1.0,0.0
71,106,2016,Nonresidential COS,Other,Armory,Magnolia / Queen Anne,1.0,5.0,396085,Other,,,20955026.0,804.2,,47.62208,-122.35398,305 Harrison St.,Seattle,WA,98109,78,396085.0,79217.0,1.0,0.0
72,107,2015,NonResidential,Large Office,City Place Iv,Lake Union,1.0,12.0,571329,Office,,89.0,41734776.0,636.96,, 47.62099765, -122.33592466, 301 Boren Ave N, Seattle, WA,98109,5,571329.0,47610.75,1.0,0.0
72,107,2016,NonResidential,Large Office,City Place Iv - Sedo,Lake Union,1.0,12.0,571329,Office,,91.0,39605888.0,617.52,,47.62112,-122.33629,333 Boren Ave. N.,Seattle,WA,98109,6,571329.0,47610.75,1.0,0.0
73,110,2015,Nonresidential COS,Other,Exhibition Hall - Seattle Center,Magnolia / Queen Anne,1.0,2.0,49680,Other,,,2632472.0,96.39,, 47.62393635, -122.35193, 301 Mercer St, Seattle, WA,98109,53,49680.0,24840.0,1.0,0.0
73,110,2016,Nonresidential COS,Other,Exhibition Hall,Magnolia / Queen Anne,1.0,2.0,52000,Other,,,2726369.0,101.83,,47.62395,-122.35077,225 Mercer St.,Seattle,WA,98109,54,52000.0,26000.0,1.0,0.0
74,111,2015,Nonresidential COS,Other,Mercer Arena - Seattle Center,Magnolia / Queen Anne,1.0,1.0,60696,Other,,,924980.0,6.45,, 47.62388082, -122.3499699, 301 Mercer St, Seattle, WA,98109,87,60696.0,60696.0,1.0,0.0
74,111,2016,Nonresidential COS,Other,Mercer Arena,Magnolia / Queen Anne,1.0,1.0,60696,Other,,,875943.3125,6.11,,47.62395,-122.35077,363 Mercer St.,Seattle,WA,98109,88,60696.0,60696.0,1.0,0.0
75,112,2015,Nonresidential COS,Other,Mccaw Hall - Seattle Center,Magnolia / Queen Anne,1.0,2.0,262048,Other,,,20828130.0,398.51,, 47.62388082, -122.3499699, 225 Mercer St, Seattle, WA,98109,87,262048.0,131024.0,1.0,0.0
75,112,2016,Nonresidential COS,Other,Mccaw Hall,Magnolia / Queen Anne,1.0,2.0,262048,Other,,,20723248.0,490.73,,47.62395,-122.35143,321 Mercer St.,Seattle,WA,98109,88,262048.0,131024.0,1.0,0.0
76,113,2015,NonResidential,Small- and Mid-Sized Office,Kcts 9,Magnolia / Queen Anne,1.0,2.0,66240,Office,,,4329966.0,30.19,, 47.623925, -122.3483417, 401 Mercer St, Seattle, WA,98109,29,66240.0,33120.0,0.9644927536231884,0.035507246376811595
76,113,2016,NonResidential,Small- and Mid-Sized Office,Kcts9,Magnolia / Queen Anne,1.0,2.0,66240,Office,,,4166306.25,29.04,,47.62391,-122.34837,401 Mercer St,Seattle,WA,98109,30,66240.0,33120.0,0.9644927536231884,0.035507246376811595
77,114,2015,NonResidential,Large Office,Bill & Melinda Gates Foundation,Magnolia / Queen Anne,1.0,6.0,920598,Office,,93.0,36681188.0,634.03,, 47.62334946, -122.344706, 500 5Th Ave N, Seattle, WA,98109,5,920598.0,153433.0,0.6700981318664607,0.3299018681335393
77,114,2016,NonResidential,Large Office,Bill And Melinda Gates Foundation,Magnolia / Queen Anne,1.0,6.0,920598,Office,,93.0,36667044.0,674.09,,47.62419,-122.34443,500 5Th Ave N,Seattle,WA,98109,6,920598.0,153433.0,0.6700981318664607,0.3299018681335393
78,115,2015,NonResidential,Small- and Mid-Sized Office,Scripps Building - 221 First Avenue West,Magnolia / Queen Anne,1.0,4.0,76213,Office,,72.0,3303553.0,45.83,, 47.62038448, -122.3584269, 221 1St Ave W, Seattle, WA,98119,45,76213.0,19053.25,0.6597693306916143,0.3402306693083857
78,115,2016,NonResidential,Small- and Mid-Sized Office,J.G. Scripps Building,Magnolia / Queen Anne,1.0,4.0,76213,Office,,68.0,3476212.5,48.76,,47.62053,-122.35842,221 1St Ave. W,Seattle,WA,98033,46,76213.0,19053.25,0.6597693306916143,0.3402306693083857
79,116,2015,NonResidential,Hotel,The Mediterranean Inn,Magnolia / Queen Anne,1.0,6.0,117738,Hotel,,52.0,5061274.0,138.68,, 47.62294488, -122.3571048, 425 Queen Anne Ave N, Seattle, WA,98109,13,117738.0,19623.0,0.6863034874042365,0.3136965125957635
79,116,2016,NonResidential,Hotel,Mediterranean Inn (Id#116),Magnolia / Queen Anne,1.0,6.0,96910,Hotel,,56.0,5155568.5,152.14,,47.62291,-122.35708,425 Queen Anne Ave N.,Seattle,WA,98109,14,96910.0,16151.666666666666,0.6188835001547828,0.3811164998452172
80,117,2015,NonResidential,Hotel,University Inn,Northeast,1.0,4.0,50017,Hotel,,51.0,5570472.0,196.34,, 47.65774638, -122.3175345, 4140 Roosevelt Way Ne, Seattle, WA,98105,53,50017.0,12504.25,1.0,0.0
80,117,2016,NonResidential,Hotel,University Inn,Northeast,2.0,4.0,50017,Hotel,,53.0,5448975.0,191.2,,47.65772,-122.31756,4140 Roosevelt Way Ne,Seattle,WA,98105,54,25008.5,12504.25,1.0,0.0
81,118,2015,SPS-District K-12,K-12 School,Cooper Elementary School (Sps-District),Delridge,1.0,3.0,74468,K-12 School,,85.0,1857329.0,25.2,, 47.56261299, -122.3579283, 1901 Sw Genesee St, Seattle, WA,98106,16,74468.0,24822.666666666668,1.0,0.0
82,119,2015,NonResidential,K-12 School,St Joseph K-8 School,East,1.0,3.0,67743,K-12 School,,43.0,2303288.0,63.95,, 47.6262348, -122.3081985, 700 18Th Ave E, Seattle, WA,98112,92,67743.0,22581.0,1.0,0.0
82,119,2016,NonResidential,K-12 School,St. Joseph K-8 School,East,1.0,3.0,67743,K-12 School,,34.0,2646879.0,78.85,,47.62548,-122.30828,700 18Th Ave. E.,Seattle,WA,98112,93,67743.0,22581.0,1.0,0.0
83,120,2015,NonResidential,K-12 School,Holy Names Academy,East,1.0,6.0,194104,K-12 School,,100.0,5889882.0,229.98,, 47.62595722, -122.304164, 728 21St Ave E, Seattle, WA,98112,107,194104.0,32350.666666666668,1.0,0.0
83,120,2016,NonResidential,K-12 School,Holy Names Academy,East,1.0,6.0,194104,K-12 School,,100.0,6219841.5,243.23,,47.62644,-122.30429,728 21St Ave East,Seattle,WA,98112,108,194104.0,32350.666666666668,1.0,0.0
84,121,2015,NonResidential,Small- and Mid-Sized Office,The 2100 Building,Southeast,1.0,3.0,99433,Office,,71.0,4439034.0,30.95,, 47.58406769, -122.3012707, 2100 24Th Ave S, Seattle, WA,98144,12,99433.0,33144.333333333336,0.6404413021833798,0.35955869781662025
84,121,2016,NonResidential,Small- and Mid-Sized Office,2100 Building,Southeast,1.0,3.0,99433,Office,,63.0,4897760.0,34.14,,47.58408,-122.30125,2100 24Th Ave S,Seattle,WA,98144,13,99433.0,33144.333333333336,0.6404413021833798,0.35955869781662025
85,122,2015,SPS-District K-12,K-12 School,Muir Elementary School(Sps-District),Southeast,1.0,2.0,58933,K-12 School,,71.0,2150120.0,14.99,, 47.57334571, -122.2906221, 3301 S Horton St, Seattle, WA,98144,24,58933.0,29466.5,1.0,0.0
86,125,2015,SPS-District K-12,K-12 School,Mercer Jr High School (Sps-District),Greater Duwamish,1.0,1.0,130862,K-12 School,,65.0,5851209.0,211.49,, 47.56301254, -122.3112112, 1600 S Columbian Way, Seattle, WA,98108,58,130862.0,130862.0,1.0,0.0
87,127,2015,SPS-District K-12,K-12 School,Orca At Whitworth Elementary School (Sps-District),Southeast,1.0,3.0,59955,K-12 School,,94.0,1521329.0,15.1,, 47.55446464, -122.2764003, 5215 46Th Ave S, Seattle, WA,98118,26,59955.0,19985.0,1.0,0.0
88,130,2015,SPS-District K-12,K-12 School,Mcclure Middle (Sps-District),Magnolia / Queen Anne,1.0,2.0,93218,K-12 School,,84.0,3072599.0,97.38,, 47.6367344, -122.3589452, 1915 1St Ave W, Seattle, WA,98119,51,93218.0,46609.0,1.0,0.0
89,131,2015,NonResidential,Other,Centurylink: Lakeview Main,Northeast,1.0,4.0,56521,Other,,,6443260.0,44.92,, 47.6753048, -122.315342, 1200 Ne 64Th St, Seattle, WA,98115,74,56521.0,14130.25,1.0,0.0
89,131,2016,NonResidential,Other,Lakeview,Northeast,1.0,4.0,56521,Other,,,6357632.0,44.32,,47.67524,-122.31534,1208 Ne 64Th St,Seattle,WA,98115,75,56521.0,14130.25,1.0,0.0
90,132,2015,NonResidential,Other,Roosevelt Square,Northeast,1.0,2.0,206934,Other,,,4461969.0,139.24,, 47.6756688, -122.3161909, 6417 Roosevelt Way Ne, Seattle, WA,98115,86,206934.0,103467.0,1.0,0.0
90,132,2016,NonResidential,Other,Roosevelt Square,Northeast,1.0,2.0,206934,Other,,,4253577.5,133.58,,47.67559,-122.31769,6417 Roosevelt Way Ne # 18-28,Seattle,WA,98115,87,206934.0,103467.0,1.0,0.0
91,136,2015,NonResidential,Hotel,Holiday Inn Express - Seattle North,Northwest,1.0,4.0,51390,Hotel,,86.0,3864699.0,138.87,, 47.73127184, -122.3462382, 14115 Aurora Ave N, Seattle, WA,98133,14,51390.0,12847.5,1.0,0.0
91,136,2016,NonResidential,Hotel,Holiday Inn Express North Seattle Shoreline,Northwest,1.0,4.0,51390,Hotel,,89.0,3611538.0,127.29,,47.73141,-122.3458,14115 Aurora Ave N,Seattle,WA,98133,15,51390.0,12847.5,1.0,0.0
92,137,2015,SPS-District K-12,K-12 School,Broadview Thomson Elementary (Sps-District),Northwest,1.0,2.0,131013,K-12 School,,88.0,3939221.0,127.52,, 47.72465187, -122.3539331, 13052 Greenwood Ave N, Seattle, WA,98133,52,131013.0,65506.5,1.0,0.0
93,138,2015,SPS-District K-12,K-12 School,Ingraham High (Sps-District),Northwest,1.0,1.0,245587,K-12 School,,95.0,10444297.0,377.09,, 47.72595704, -122.3375948, 1819 N 135Th St, Seattle, WA,98133,56,245587.0,245587.0,1.0,0.0
93,138,2016,SPS-District K-12,K-12 School,Ingraham High,Northwest,1.0,1.0,245587,K-12 School,,92.0,11765682.0,443.73,,47.7257,-122.33684,1819 N. 135Th St.,Seattle,WA,98133,57,245587.0,245587.0,1.0,0.0
94,139,2015,NonResidential,Hotel,Extended Stay America,Northwest,1.0,3.0,69138,Hotel,,75.0,3298570.0,88.4,, 47.72527664, -122.3410974, 13300 Stone Ave N, Seattle, WA,98133,13,69138.0,23046.0,1.0,0.0
94,139,2016,NonResidential,Hotel,7066-Seattle-Northgate,Northwest,1.0,3.0,69138,Hotel,,78.0,3242458.0,89.02,,47.72551,-122.3423,13300 Stone Avenue N,Seattle,WA,98133,14,69138.0,23046.0,1.0,0.0
95,140,2015,SPS-District K-12,K-12 School,B F Day Elementary (Sps-District),Lake Union,1.0,3.0,66588,K-12 School,,75.0,2033074.0,14.17,, 47.65474724, -122.3490987, 3921 Linden Ave N, Seattle, WA,98103,24,66588.0,22196.0,1.0,0.0
96,144,2015,NonResidential,Hotel,Alexis Hotel,Downtown,1.0,5.0,190980,Hotel,,97.0,6935723.0,150.23,, 47.60477066, -122.33677673, 1007 1St Ave, Seattle, WA,98104,111,190980.0,38196.0,1.0,0.0
96,144,2016,NonResidential,Hotel,Alexis Hotel,Downtown,1.0,5.0,190980,Hotel,,98.0,6505995.0,142.39,,47.6048,-122.3368,1007 First Ave.,Seattle,WA,98104,112,190980.0,38196.0,1.0,0.0
97,145,2015,Nonresidential COS,Other,Benaroya Hall,Downtown,1.0,6.0,284100,Other - Entertainment/Public Assembly,,,14169301.0,338.23,, 47.60810553, -122.3369663, 1301 3Rd Ave, Seattle, WA,98101,17,284100.0,47350.0,1.0,0.0
97,145,2016,Nonresidential COS,Other,Benaroya Hall,Downtown,1.0,6.0,284100,Other - Entertainment/Public Assembly,,,14641502.0,429.12,,47.60804,-122.3367,200 University Street,Seattle,WA,98111,18,284100.0,47350.0,1.0,0.0
98,147,2015,NonResidential,Hospital,Swedish Medical Center Ballard Campus,Ballard,1.0,5.0,285333,Hospital (General Medical & Surgical),,28.0,63362516.0,1874.42,, 47.66742706, -122.37961578, 5300 Tallman Ave Nw, Seattle, WA,98107,61,285333.0,57066.6,1.0,0.0
98,147,2016,NonResidential,Hospital,Swedish Ballard,Ballard,4.0,5.0,285333,Hospital (General Medical & Surgical),,14.0,68090728.0,1990.5,,47.66737,-122.37956,5300 Tallman Ave Nw,Seattle,WA,98107,62,71333.25,57066.6,1.0,0.0
99,148,2015,SPS-District K-12,K-12 School,West Woodland Park Elementary (Sps-District),Ballard,1.0,2.0,55513,K-12 School,,91.0,1612965.0,11.24,, 47.67031559, -122.3622592, 5601 5Th Ave Nw, Seattle, WA,98107,24,55513.0,27756.5,1.0,0.0
100,163,2015,Nonresidential COS,Other,Fire Station 10/Fac/Eoc,Downtown,1.0,4.0,61156,Other,,,10434387.0,220.94,, 47.60158047, -122.32771508, 105 5Th Ave S, Seattle, WA,98104,9,61156.0,15289.0,1.0,0.0
100,163,2016,Nonresidential COS,Other,Fire Station 10/Fac/Eoc,Downtown,1.0,4.0,61156,Other,,,9363374.0,176.75,,47.60112,-122.32785,105 5Th Ave S,Seattle,WA,98104,10,61156.0,15289.0,1.0,0.0
101,167,2015,NonResidential,Other,Wing Luke Museum/Kong Yick Bldg.,Downtown,1.0,4.0,72820,Museum,,,2076630.0,42.99,, 47.59809588, -122.3228283, 719 S King St, Seattle, WA,98104,105,72820.0,18205.0,1.0,0.0
101,167,2016,NonResidential,Other,Wing Luke Museum,Downtown,1.0,4.0,72820,Museum,,,2010454.625,46.26,,47.59809,-122.32283,719 South King Street,Seattle,WA,98104,106,72820.0,18205.0,0.8102169733589674,0.1897830266410327
102,168,2015,NonResidential,Hotel,Hampton Inn & Suites,Magnolia / Queen Anne,1.0,4.0,162222,Hotel,,75.0,7753080.0,208.03,, 47.62557152, -122.347197, 700 5Th Ave N, Seattle, WA,98109,19,162222.0,40555.5,0.9124656335145664,0.08753436648543354
102,168,2016,NonResidential,Hotel,Hampton Inn Seattle Center,Magnolia / Queen Anne,1.0,4.0,162222,Hotel,,76.0,7946961.0,228.4,,47.62614,-122.3467,700 5Th Ave N.,Seattle,WA,98109,20,162222.0,40555.5,0.9124656335145664,0.08753436648543354
103,169,2015,SPS-District K-12,K-12 School,Franklin High School (Sps-District),Southeast,1.0,4.0,289588,K-12 School,,92.0,8747819.0,181.93,, 47.57604857, -122.2928463, 3013 S Mount Baker Blvd, Seattle, WA,98144,25,289588.0,72397.0,1.0,0.0
104,170,2015,NonResidential,University,Scc Fine Arts Bldg,East,1.0,3.0,63330,College/University,,,2755578.0,60.35,, 47.61496242, -122.3217405, 801 E Pine St, Seattle, WA,98122,100,63330.0,21110.0,1.0,0.0
104,170,2016,NonResidential,University,Sccc Fine Arts Building,East,1.0,3.0,63330,College/University,,,3059758.0,74.33,,47.61495,-122.32177,801 E Pine St,Seattle,WA,98122,101,63330.0,21110.0,1.0,0.0
106,173,2015,NonResidential,Small- and Mid-Sized Office,Seattle Childrens Hospital (70Th & Sand Point Admin Bldg),Northeast,1.0,2.0,96300,Office,,,16238985.0,224.13,, 47.67843749, -122.2641702, 6901 Sand Point Way Ne, Seattle, WA,98115,13,96300.0,48150.0,1.0,0.0
106,173,2016,NonResidential,Small- and Mid-Sized Office,Seattle Children'S Hospital 70Th/Sand Point Way Administrative Offices,Northeast,1.0,2.0,96300,Office,,,16319835.0,222.02,,47.67828,-122.26456,6901Sand Point Way Ne,Seattle,WA,98115,14,96300.0,48150.0,1.0,0.0
107,174,2015,Nonresidential COS,Other,Csc Vehicle Maintenance (E),Greater Duwamish,1.0,1.0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,,6577130.0,211.33,, 47.59455098, -122.3218127, 805 S Dearborn St, Seattle, WA,98134,65,67356.0,67356.0,1.0,0.0
107,174,2016,Nonresidential COS,Other,Csc Vehicle Maintenance (E),Greater Duwamish,1.0,1.0,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",,,7475577.5,204.08,,47.59545,-122.32146,805 S Charles St,Seattle,WA,98134,66,67356.0,67356.0,1.0,0.0
108,175,2015,SPS-District K-12,K-12 School,Garfield High (Sps-District),Central,1.0,3.0,254523,K-12 School,,62.0,13609040.0,366.61,, 47.60502046, -122.3018326, 400 23Rd Ave, Seattle, WA,98122,7,254523.0,84841.0,1.0,0.0
109,176,2015,SPS-District K-12,K-12 School,Emerson Elementary School (Sps-District),Southeast,1.0,3.0,78804,K-12 School,,92.0,2447651.0,53.45,, 47.51466446, -122.2588187, 9709 60Th Ave S, Seattle, WA,98118,14,78804.0,26268.0,1.0,0.0
110,177,2015,SPS-District K-12,K-12 School,Madrona School (Sps-District),Central,1.0,3.0,66994,K-12 School,,83.0,2266570.0,39.29,, 47.61229388, -122.2908219, 1121 33Rd Ave, Seattle, WA,98122,13,66994.0,22331.333333333332,1.0,0.0
111,178,2015,SPS-District K-12,K-12 School,Van Asselt @  (Sps-District),Greater Duwamish,1.0,3.0,98357,K-12 School,,90.0,3265995.0,82.55,, 47.52933502, -122.28844452, 8311 Beacon Ave S, Seattle, WA,98118,15,98357.0,32785.666666666664,1.0,0.0
112,179,2015,NonResidential,Small- and Mid-Sized Office,Union Gospel Mission Assn,Greater Duwamish,1.0,1.0,54765,Office,,,4316654.0,59.61,, 47.53830025, -122.2840532, 3800 S Othello St, Seattle, WA,98118,57,54765.0,54765.0,1.0,0.0
112,179,2016,NonResidential,Small- and Mid-Sized Office,Seattle'S Union Gospel Mission - Admin,Greater Duwamish,1.0,1.0,54765,Office,,,4253369.5,61.21,,47.53827,-122.28406,3800 S Othello St,Seattle,WA,98118,58,54765.0,54765.0,1.0,0.0
113,180,2015,NonResidential,Other,Union Gospel Mission Assn / Hope Place,Greater Duwamish,1.0,5.0,89821,Other - Lodging/Residential,,,2017694.0,104.17,, 47.53830025, -122.2840532, 3802 S Othello St, Seattle, WA,98118,6,89821.0,17964.2,1.0,0.0
113,180,2016,NonResidential,Other,Hope Place,Greater Duwamish,1.0,5.0,89821,Other - Lodging/Residential,,,1950092.5,100.46,,47.53722,-122.284,3802 S Othello St,Seattle,WA,98118,7,89821.0,17964.2,1.0,0.0
114,182,2015,NonResidential,University,Otto Miller Hall,Magnolia / Queen Anne,1.0,2.0,52611,College/University,,,4399828.0,105.32,, 47.65153666, -122.3615464, 3469 3Rd Ave W, Seattle, WA,98119,35,52611.0,26305.5,1.0,0.0
